DR_NO,Part 1-2,Crm Cd,Crm Cd Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4
200114168.0,1.0,,VEHICLE - STOLEN,,,,
201100635.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200504083.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200513896.0,1.0,,,761.0,,,
201223381.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,,510.0,VEHICLE - STOLEN,,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
201309052.0,2.0,,VIOLATION OF COURT ORDER,900.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,998.0,,
,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200613161.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,330.0,,330.0,,,
201226029.0,2.0,626.0,,626.0,,,
,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200712042.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200400878.0,1.0,230.0,,230.0,998.0,,
200117019.0,1.0,,,230.0,,,
200218444.0,,753.0,DISCHARGE FIREARMS/SHOTS FIRED,,,,
,1.0,310.0,BURGLARY,310.0,,,
200113822.0,2.0,623.0,BATTERY POLICE (SIMPLE),623.0,,,
200617922.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
201107656.0,1.0,,BURGLARY FROM VEHICLE,,,,
,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200618127.0,1.0,648.0,ARSON,648.0,,,
,,,,,,,
200909926.0,2.0,753.0,DISCHARGE FIREARMS/SHOTS FIRED,753.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200914492.0,,940.0,EXTORTION,940.0,,,
200415690.0,2.0,740.0,,740.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200108950.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200211148.0,,810.0,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",810.0,,,
200206591.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,510.0,VEHICLE - STOLEN,,,,
200504848.0,1.0,440.0,,440.0,,,
,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,,,VEHICLE - STOLEN,,,,
200614751.0,1.0,,,,,,
201112193.0,1.0,,ROBBERY,210.0,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
200117350.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200514840.0,2.0,900.0,,900.0,,,
201307944.0,1.0,330.0,,,,,
200308238.0,,110.0,,110.0,,,
,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200705669.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201218816.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,998.0,,
201004711.0,1.0,,,331.0,,,
,1.0,350.0,"THEFT, PERSON",350.0,,,
200408221.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,,,,
,1.0,,ROBBERY,210.0,,,
,1.0,,ROBBERY,210.0,,,
,,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
201305893.0,1.0,420.0,,420.0,,,
,1.0,,VEHICLE - ATTEMPT STOLEN,520.0,,,
200617012.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200410675.0,2.0,,,740.0,,,
201217742.0,1.0,350.0,"THEFT, PERSON",350.0,,,
201226687.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200805241.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200309235.0,,442.0,,442.0,,,
200116108.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200318001.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
201210078.0,1.0,330.0,,330.0,,,
201209380.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200512944.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200310927.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200713375.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200810544.0,1.0,310.0,BURGLARY,310.0,,,
200704994.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
201113619.0,1.0,761.0,BRANDISH WEAPON,,930.0,,
200711480.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200208627.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201307723.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200614218.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201011405.0,1.0,310.0,,310.0,,,
200319559.0,,310.0,BURGLARY,310.0,,,
201218737.0,,900.0,,900.0,,,
200515229.0,,510.0,VEHICLE - STOLEN,510.0,,,
201104923.0,1.0,,,510.0,,,
201309175.0,,354.0,,354.0,,,
201112287.0,2.0,649.0,,649.0,,,
201108155.0,2.0,624.0,,624.0,,,
200311051.0,1.0,,,330.0,,,
200408343.0,2.0,740.0,,740.0,,,
200707938.0,2.0,,VIOLATION OF RESTRAINING ORDER,,,,
200510329.0,,350.0,"THEFT, PERSON",,626.0,,
200109027.0,2.0,,,900.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200706114.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200210281.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
200705752.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
200305160.0,2.0,626.0,,626.0,,,
200405429.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200410710.0,,662.0,"BUNCO, GRAND THEFT",662.0,,,
200117868.0,2.0,,,740.0,,,
200710181.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
,1.0,,,510.0,,,
201012621.0,2.0,623.0,BATTERY POLICE (SIMPLE),,,,
200107591.0,,354.0,THEFT OF IDENTITY,354.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,,VEHICLE - STOLEN,,,,
,1.0,,,,,,
200817782.0,2.0,860.0,BATTERY WITH SEXUAL CONTACT,860.0,,,
200517424.0,,330.0,,,,,
200212756.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
201212798.0,2.0,626.0,,626.0,,,
200605154.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201220138.0,1.0,510.0,,510.0,,,
200107245.0,,,BURGLARY FROM VEHICLE,330.0,,,
200909079.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,,310.0,BURGLARY,310.0,,,
200217638.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200315201.0,1.0,,BURGLARY,,,,
201222634.0,1.0,420.0,,,,,
200309833.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
201225416.0,,210.0,ROBBERY,210.0,,,
,1.0,,,510.0,,,
201308158.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200814963.0,2.0,354.0,,354.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200510495.0,2.0,888.0,,888.0,,,
,,,THEFT OF IDENTITY,354.0,,,
200515389.0,2.0,624.0,,624.0,,,
200905743.0,1.0,210.0,ROBBERY,210.0,,,
200320207.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
201117099.0,,,,,,,
200313484.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,320.0,"BURGLARY, ATTEMPTED",320.0,,,
200315695.0,,510.0,,,,,
,,,ROBBERY,210.0,,,
201104676.0,,900.0,VIOLATION OF COURT ORDER,900.0,,,
200713188.0,2.0,888.0,,888.0,,,
200408692.0,,,ATTEMPTED ROBBERY,220.0,,,
200412427.0,1.0,330.0,,330.0,,,
201113106.0,,740.0,,740.0,,,
,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
200710871.0,1.0,442.0,,442.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200215980.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200515678.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
,2.0,922.0,CHILD STEALING,922.0,,,
200607448.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
,2.0,946.0,,946.0,,,
200705379.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200505779.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200104766.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,,,,,,
200104754.0,2.0,,,624.0,,,
200613490.0,,510.0,,,,,
,2.0,740.0,,,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200509601.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200715421.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200505086.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
,2.0,930.0,,930.0,,,
,2.0,662.0,"BUNCO, GRAND THEFT",662.0,,,
,,343.0,,,,,
201309887.0,2.0,888.0,TRESPASSING,888.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,624.0,,624.0,625.0,,
200707294.0,,,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
200608940.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
200607512.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,354.0,,354.0,,,
,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,1.0,,,310.0,,,
200906434.0,1.0,330.0,,,,,
201109437.0,,310.0,BURGLARY,310.0,998.0,,
200518051.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200216941.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200705964.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
,,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,,310.0,,,,,
200708921.0,1.0,,,310.0,,,
200609670.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200618094.0,1.0,310.0,,,998.0,,
200510818.0,1.0,410.0,"BURGLARY FROM VEHICLE, ATTEMPTED",,,,
201010129.0,,,,624.0,,,
200811679.0,2.0,850.0,,850.0,,,
201216141.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
,1.0,442.0,,442.0,,,
200708964.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200413152.0,1.0,,,510.0,,,
200912162.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200321793.0,,,CRIMINAL HOMICIDE,,,,
201112796.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,,,310.0,,,
,2.0,940.0,EXTORTION,940.0,,,
201116563.0,1.0,331.0,,331.0,,,
201006653.0,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200708072.0,,,,,,,
200304538.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200120846.0,,354.0,THEFT OF IDENTITY,354.0,,,
200118560.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
,2.0,,,624.0,,,
200213207.0,1.0,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,,
200709578.0,,320.0,"BURGLARY, ATTEMPTED",320.0,,,
200907528.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,624.0,,624.0,,,
,1.0,330.0,,,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200713770.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201213944.0,1.0,230.0,,230.0,,,
201308483.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,236.0,,,,,
200704860.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200500611.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200412935.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
200815657.0,2.0,860.0,,860.0,,,
201113129.0,1.0,310.0,BURGLARY,310.0,,,
200608232.0,2.0,,,624.0,,,
,2.0,745.0,,,,,
200808424.0,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
201218408.0,1.0,,VEHICLE - STOLEN,,,,
200504284.0,,,,236.0,998.0,,
201106218.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200321772.0,1.0,,VEHICLE - STOLEN,510.0,,,
201116695.0,,354.0,THEFT OF IDENTITY,,,,
200916576.0,2.0,354.0,,354.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200515274.0,2.0,,VIOLATION OF COURT ORDER,,,,
200913667.0,1.0,330.0,,330.0,,,
200916835.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,903.0,CONTEMPT OF COURT,903.0,,,
200407309.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
201009195.0,,480.0,BIKE - STOLEN,,,,
201309392.0,1.0,,BURGLARY,310.0,,,
201009785.0,2.0,354.0,THEFT OF IDENTITY,,,,
200904545.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200905198.0,2.0,822.0,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,,998.0,,
200500780.0,1.0,230.0,,230.0,998.0,,
200321761.0,1.0,230.0,,230.0,,,
200117816.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
200510626.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
201305590.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200115951.0,1.0,,BRANDISH WEAPON,761.0,998.0,,
200806780.0,2.0,888.0,,888.0,,,
,1.0,420.0,,420.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
,,310.0,BURGLARY,310.0,,,
201115993.0,2.0,753.0,,,,,
200910635.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200316857.0,,888.0,,888.0,,,
200815857.0,2.0,,,,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
200413510.0,,,VEHICLE - STOLEN,510.0,,,
200608592.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200511457.0,1.0,210.0,,210.0,998.0,,
201205263.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201108077.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200909789.0,,624.0,,624.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
201222496.0,1.0,330.0,,330.0,,,
,1.0,310.0,BURGLARY,,998.0,,
200710041.0,1.0,,BURGLARY,310.0,,,
200816718.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200309836.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200516337.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
201221112.0,1.0,,BRANDISH WEAPON,761.0,,,
200414235.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,998.0,,
200913910.0,,624.0,,,998.0,,
200713681.0,,888.0,,,,,
200319249.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,624.0,,
,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200410104.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200811084.0,,310.0,BURGLARY,310.0,480.0,,
201008183.0,2.0,664.0,"BUNCO, PETTY THEFT",,998.0,,
200122011.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200312751.0,1.0,310.0,BURGLARY,310.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200807697.0,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
200915036.0,,845.0,,845.0,,,
200416261.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200315254.0,2.0,740.0,,740.0,,,
200912260.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,,VEHICLE - STOLEN,510.0,,,
,1.0,410.0,"BURGLARY FROM VEHICLE, ATTEMPTED",410.0,998.0,,
,,,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,231.0,,,
200513260.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200121372.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201218560.0,,210.0,ROBBERY,210.0,,,
200813939.0,,331.0,,,,,
201109502.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200212906.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200305739.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,,ROBBERY,,,,
,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,,,BURGLARY,,,,
,1.0,,,230.0,,,
201006038.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200209617.0,1.0,210.0,ROBBERY,210.0,,,
201007308.0,1.0,,,510.0,,,
,2.0,,,740.0,,,
200415055.0,,761.0,,761.0,,,
201105999.0,,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,740.0,,,,,
200611125.0,1.0,480.0,,480.0,,,
200110282.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
201111017.0,1.0,,ATTEMPTED ROBBERY,220.0,,,
,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,510.0,,510.0,,,
201218749.0,,210.0,ROBBERY,210.0,,,
201015729.0,,510.0,VEHICLE - STOLEN,,,,
200706301.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201210308.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200518109.0,2.0,624.0,,624.0,,,
200711063.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,998.0,,
200607112.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200106142.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,230.0,,230.0,,,
,1.0,420.0,,420.0,,,
200515112.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
,1.0,210.0,ROBBERY,,,,
,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,,624.0,,624.0,,,
200813290.0,,,,210.0,,,
200618331.0,,,VEHICLE - STOLEN,510.0,,,
200605026.0,,,ROBBERY,210.0,,,
201211226.0,1.0,,,,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200407881.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,330.0,,330.0,,,
201217934.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
201012623.0,2.0,,LEWD CONDUCT,762.0,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,510.0,,510.0,,,
,1.0,,"BURGLARY, ATTEMPTED",320.0,,,
201014646.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200106181.0,,,THEFT OF IDENTITY,354.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200111473.0,2.0,845.0,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,845.0,,,
200504056.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200716864.0,,,,,,,
200508799.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,,,,
,1.0,510.0,,510.0,,,
200410816.0,,210.0,ROBBERY,,,,
201105129.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,,440.0,,440.0,,,
,1.0,,BRANDISH WEAPON,761.0,,,
200204882.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201015788.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201009220.0,1.0,,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200407031.0,,,VEHICLE - STOLEN,510.0,,,
200319948.0,,624.0,,624.0,,,
201208744.0,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
200109777.0,2.0,624.0,,624.0,,,
201204673.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201220433.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,437.0,,437.0,,,
,,310.0,BURGLARY,310.0,,,
201015040.0,1.0,420.0,,420.0,,,
200315759.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201113358.0,2.0,654.0,"CREDIT CARDS, FRAUD USE ($950 & UNDER",,,,
,2.0,625.0,OTHER ASSAULT,625.0,,,
201300586.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200114268.0,2.0,956.0,,956.0,,,
201213492.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
201105468.0,,510.0,VEHICLE - STOLEN,510.0,,,
200512294.0,1.0,510.0,,510.0,,,
200916932.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,664.0,,,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200413048.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200106616.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
,,330.0,BURGLARY FROM VEHICLE,330.0,,,
201010437.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201217043.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200809629.0,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
201217248.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200412287.0,2.0,,VIOLATION OF COURT ORDER,900.0,,,
200212063.0,1.0,510.0,,,,,
200806881.0,,310.0,,310.0,,,
201007897.0,1.0,510.0,,510.0,,,
201209746.0,2.0,,,624.0,,,
,,,BATTERY - SIMPLE ASSAULT,624.0,,,
201100614.0,2.0,946.0,,946.0,,,
200610483.0,1.0,,ROBBERY,,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200907880.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
201116108.0,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200812674.0,,740.0,,,,,
200508274.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
200609996.0,2.0,649.0,,649.0,,,
201306395.0,1.0,420.0,,420.0,,,
,,510.0,VEHICLE - STOLEN,510.0,,,
201212737.0,,230.0,,230.0,,,
201305760.0,,230.0,,230.0,,,
201216235.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200807276.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
200321098.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
201219884.0,,251.0,SHOTS FIRED AT INHABITED DWELLING,251.0,,,
201219325.0,1.0,,,,,,
,,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
200617518.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200616688.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
