DR_NO,Status,Status Desc
201213664.0,AA,
201205780.0,AA,Adult Arrest
200100750.0,IC,Invest Cont
200612012.0,IC,Invest Cont
200615032.0,,Adult Arrest
200512672.0,AO,Adult Other
200117561.0,,Adult Arrest
200615879.0,,Invest Cont
,IC,Invest Cont
201005864.0,IC,
200517772.0,IC,Invest Cont
200605197.0,IC,
200706598.0,IC,Invest Cont
200109994.0,AO,
,IC,Invest Cont
,IC,
200305886.0,IC,Invest Cont
201308548.0,,Adult Arrest
,IC,
200215110.0,IC,
200711408.0,IC,Invest Cont
201109640.0,,Invest Cont
200513697.0,IC,Invest Cont
,IC,
200908670.0,IC,Invest Cont
,IC,Invest Cont
200405227.0,IC,Invest Cont
,IC,Invest Cont
200811322.0,IC,Invest Cont
201106910.0,,Invest Cont
201307083.0,AA,Adult Arrest
201304658.0,AO,
200513605.0,IC,Invest Cont
201209921.0,IC,
200713838.0,,Adult Arrest
200709823.0,IC,
,,Invest Cont
201000940.0,,Adult Arrest
200716152.0,AO,Adult Other
200412985.0,IC,
201116368.0,IC,Invest Cont
200504669.0,IC,Invest Cont
200400620.0,AO,Adult Other
200100617.0,IC,
200316896.0,IC,Invest Cont
200319807.0,IC,
200709501.0,,Adult Other
,,Invest Cont
200121138.0,IC,Invest Cont
200409834.0,,Invest Cont
200319704.0,,Invest Cont
201205965.0,AO,
200412438.0,,Invest Cont
200708844.0,AA,Adult Arrest
,AA,Adult Arrest
200304270.0,,
,AO,Adult Other
201220859.0,AO,Adult Other
200211958.0,AO,Adult Other
200716481.0,IC,Invest Cont
,IC,
200516353.0,IC,Invest Cont
200613995.0,,Invest Cont
201222965.0,IC,Invest Cont
200404168.0,IC,Invest Cont
200906087.0,,Invest Cont
200304995.0,,Invest Cont
201204804.0,,
201205664.0,IC,Invest Cont
200617585.0,IC,Invest Cont
200213130.0,,Adult Other
201222919.0,IC,Invest Cont
200110182.0,IC,Invest Cont
200215307.0,,Adult Other
,IC,Invest Cont
201223828.0,AO,
,IC,
200915675.0,AO,Adult Other
201104784.0,,Adult Other
200409664.0,IC,Invest Cont
200908640.0,,Invest Cont
200412078.0,IC,
200108703.0,,
200407811.0,IC,Invest Cont
200605880.0,,
,IC,Invest Cont
200105116.0,AO,Adult Other
200412842.0,IC,Invest Cont
200209979.0,AO,
200508051.0,AO,Adult Other
,IC,Invest Cont
,IC,
,IC,Invest Cont
200105184.0,IC,Invest Cont
200206521.0,IC,Invest Cont
200909938.0,,Invest Cont
200108486.0,IC,Invest Cont
200708113.0,,Invest Cont
201213952.0,IC,Invest Cont
200305221.0,IC,Invest Cont
200811020.0,IC,Invest Cont
200410979.0,,Invest Cont
200513946.0,IC,
201219246.0,IC,
,AA,
,,
200213320.0,IC,
200415889.0,IC,
200111602.0,IC,Invest Cont
,,Adult Arrest
201200561.0,IC,Invest Cont
201111888.0,IC,Invest Cont
200906378.0,IC,Invest Cont
201216538.0,IC,Invest Cont
200409822.0,IC,Invest Cont
200913852.0,IC,
200908812.0,IC,Invest Cont
,AA,Adult Arrest
200117949.0,IC,Invest Cont
200406793.0,AA,Adult Arrest
200907218.0,IC,Invest Cont
,IC,Invest Cont
200510519.0,IC,Invest Cont
200117581.0,IC,Invest Cont
,IC,Invest Cont
201014987.0,IC,
200412720.0,IC,
200505682.0,AO,Adult Other
200711752.0,IC,Invest Cont
200306657.0,,Invest Cont
200119529.0,IC,Invest Cont
,IC,
200109339.0,IC,
200121480.0,,Adult Other
200320252.0,AO,Adult Other
200816397.0,IC,
201215756.0,,Invest Cont
201306852.0,IC,Invest Cont
200412393.0,,Invest Cont
,,Invest Cont
201204500.0,IC,
200708486.0,IC,Invest Cont
201011331.0,IC,
201211192.0,IC,Invest Cont
200515370.0,,Invest Cont
200205154.0,IC,Invest Cont
200505329.0,IC,Invest Cont
,IC,Invest Cont
200809683.0,IC,Invest Cont
200811040.0,,Invest Cont
201004792.0,IC,Invest Cont
200615435.0,AA,Adult Arrest
200404375.0,IC,
200314306.0,IC,
200915341.0,IC,Invest Cont
200401060.0,,Invest Cont
200320963.0,AO,Adult Other
,IC,Invest Cont
,IC,
,,
,IC,Invest Cont
200911349.0,AO,Adult Other
200315010.0,IC,
200514736.0,IC,
200517135.0,,Invest Cont
,,Invest Cont
200916867.0,IC,Invest Cont
200314889.0,IC,Invest Cont
200205942.0,,Invest Cont
200709994.0,AA,
201008519.0,AA,Adult Arrest
,IC,Invest Cont
201005713.0,AO,Adult Other
200716539.0,IC,Invest Cont
,AO,Adult Other
200711538.0,,Invest Cont
200311702.0,IC,
200618741.0,AO,Adult Other
200907962.0,AO,Adult Other
,IC,Invest Cont
200218636.0,IC,
201208532.0,,Invest Cont
,,
200816677.0,IC,Invest Cont
201013110.0,AA,
200616012.0,,Invest Cont
200809440.0,,Invest Cont
200205924.0,IC,Invest Cont
201300763.0,IC,Invest Cont
201213416.0,,Invest Cont
200511317.0,IC,Invest Cont
200717627.0,,Invest Cont
201111040.0,AA,Adult Arrest
201005935.0,IC,Invest Cont
200318401.0,,Invest Cont
201006543.0,,Invest Cont
,IC,Invest Cont
,,Invest Cont
201015772.0,IC,Invest Cont
200316182.0,IC,Invest Cont
201221058.0,,Invest Cont
200704728.0,AO,Adult Other
200114079.0,,Adult Arrest
200714679.0,,Invest Cont
200515328.0,,Adult Arrest
201109430.0,AA,
200115350.0,,
200318778.0,IC,Invest Cont
200209648.0,IC,Invest Cont
,IC,Invest Cont
200814955.0,IC,Invest Cont
200816388.0,,Invest Cont
201211378.0,AO,Adult Other
201008371.0,AA,Adult Arrest
,IC,Invest Cont
200616056.0,AA,Adult Arrest
200412525.0,,Invest Cont
201010182.0,,
200111796.0,AO,Adult Other
200610497.0,IC,
201308668.0,IC,Invest Cont
201200886.0,,Invest Cont
200410353.0,IC,Invest Cont
,IC,
200815256.0,,
201216000.0,,Adult Arrest
200505869.0,IC,Invest Cont
200107857.0,,Adult Other
,,Invest Cont
200907298.0,IC,
,IC,Invest Cont
200917596.0,IC,Invest Cont
201015684.0,IC,Invest Cont
201212300.0,IC,Invest Cont
201016161.0,,Adult Other
,,Invest Cont
200317812.0,AO,Adult Other
201206502.0,,
200708812.0,AO,
,IC,
200409575.0,IC,
200905775.0,IC,Invest Cont
201214178.0,,Invest Cont
200318434.0,IC,
,IC,
,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
201210450.0,AO,Adult Other
200206827.0,IC,Invest Cont
200705579.0,IC,Invest Cont
200518177.0,AA,Adult Arrest
,IC,
201012967.0,IC,
200316514.0,,Invest Cont
200118415.0,AO,Adult Other
200806543.0,,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200716030.0,IC,Invest Cont
,IC,
201015394.0,,Invest Cont
200808451.0,,
,IC,Invest Cont
200907486.0,,Adult Other
200916101.0,IC,Invest Cont
201108690.0,IC,Invest Cont
,,Invest Cont
201300003.0,,
200313997.0,AO,Adult Other
201011984.0,IC,Invest Cont
200110533.0,IC,
200604816.0,IC,Invest Cont
,IC,Invest Cont
200708305.0,IC,
200613323.0,IC,Invest Cont
200509570.0,AA,
200600811.0,AO,Adult Other
,IC,Invest Cont
200614158.0,,Adult Arrest
200105403.0,IC,
200614330.0,IC,Invest Cont
201205681.0,IC,
200813313.0,,Invest Cont
201221496.0,AO,Adult Other
,,Invest Cont
,,Invest Cont
,IC,
200107540.0,IC,Invest Cont
200610845.0,IC,Invest Cont
201115755.0,AO,Adult Other
200305130.0,,Invest Cont
201006440.0,IC,Invest Cont
,,Invest Cont
200614512.0,IC,Invest Cont
201009144.0,IC,Invest Cont
200214615.0,IC,Invest Cont
200107871.0,,Invest Cont
200504798.0,AA,
,IC,Invest Cont
201005793.0,IC,Invest Cont
,,Invest Cont
200112203.0,AA,Adult Arrest
200109657.0,IC,Invest Cont
200208143.0,,Invest Cont
200711147.0,IC,Invest Cont
200122890.0,,Invest Cont
200210709.0,IC,Invest Cont
,IC,
200311349.0,IC,Invest Cont
200215828.0,IC,
200217008.0,IC,
200507624.0,IC,Invest Cont
,IC,Invest Cont
200119509.0,IC,Invest Cont
201010265.0,IC,Invest Cont
200817343.0,IC,Invest Cont
201206047.0,IC,Invest Cont
201014417.0,IC,
201014580.0,,Invest Cont
201220429.0,,
,,Invest Cont
200814752.0,,
200610771.0,IC,
201006504.0,AA,Adult Arrest
200106173.0,IC,
200119577.0,,Adult Arrest
200320266.0,,Invest Cont
,,Adult Arrest
,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
200808389.0,,
,IC,
201111749.0,IC,Invest Cont
,IC,Invest Cont
200611657.0,IC,
,IC,Invest Cont
,,Invest Cont
200710991.0,IC,Invest Cont
201210858.0,IC,Invest Cont
200117892.0,,Adult Other
201211878.0,,Invest Cont
200617276.0,,Invest Cont
201217296.0,,Invest Cont
200304988.0,IC,Invest Cont
200614848.0,IC,Invest Cont
200800004.0,IC,Invest Cont
201116544.0,IC,Invest Cont
,,Adult Other
200611150.0,,Invest Cont
201005315.0,,
200713751.0,IC,Invest Cont
200915151.0,IC,
200517391.0,AA,Adult Arrest
200316561.0,IC,
200405813.0,AA,Adult Arrest
200413273.0,AO,
200312371.0,IC,Invest Cont
201207858.0,IC,Invest Cont
,,Invest Cont
200816930.0,IC,Invest Cont
200809604.0,IC,
200412996.0,AO,Adult Other
200309548.0,AA,Adult Arrest
201208472.0,IC,Invest Cont
200507844.0,AA,Adult Arrest
,IC,Invest Cont
201224846.0,,Invest Cont
200513374.0,IC,
200512518.0,IC,Invest Cont
200517134.0,,Invest Cont
200510766.0,IC,
,IC,Invest Cont
201109601.0,IC,Invest Cont
201216328.0,AO,Adult Other
200914473.0,IC,Invest Cont
200111853.0,IC,Invest Cont
201221274.0,IC,Invest Cont
200121195.0,,Adult Arrest
,AA,Adult Arrest
201305839.0,IC,Invest Cont
201219901.0,IC,Invest Cont
201304697.0,IC,
,IC,
200609718.0,IC,Invest Cont
,IC,Invest Cont
200213053.0,AA,
201208947.0,IC,Invest Cont
200105319.0,IC,Invest Cont
,IC,Invest Cont
200106847.0,IC,Invest Cont
200617871.0,IC,Invest Cont
,AA,Adult Arrest
200910791.0,IC,Invest Cont
,IC,Invest Cont
200914752.0,AO,Adult Other
,IC,
200316935.0,IC,Invest Cont
200614959.0,AA,Adult Arrest
200312515.0,IC,
,IC,
200714985.0,IC,
200609692.0,IC,Invest Cont
201006037.0,IC,
201005030.0,IC,Invest Cont
,IC,Invest Cont
200710116.0,IC,
200400886.0,IC,Invest Cont
201109053.0,IC,
200815356.0,IC,
200121485.0,,Invest Cont
200817487.0,IC,Invest Cont
201012972.0,,Invest Cont
200204498.0,IC,Invest Cont
200510858.0,IC,Invest Cont
200608391.0,,Invest Cont
200918691.0,AA,Adult Arrest
200320211.0,IC,Invest Cont
200918212.0,IC,Invest Cont
201005647.0,AO,Adult Other
201218138.0,AA,Adult Arrest
200710629.0,,
201005560.0,IC,Invest Cont
,IC,Invest Cont
201223809.0,AA,
200313188.0,IC,Invest Cont
200704979.0,IC,Invest Cont
200310860.0,,Invest Cont
200505861.0,AO,
201208067.0,JA,
200811825.0,IC,
200615683.0,IC,Invest Cont
200516387.0,IC,Invest Cont
200310211.0,IC,Invest Cont
201226173.0,IC,Invest Cont
201109489.0,AO,
201004987.0,IC,Invest Cont
201007591.0,AA,Adult Arrest
,,Adult Other
200814973.0,IC,Invest Cont
201010455.0,IC,Invest Cont
200809968.0,AO,Adult Other
200908563.0,IC,Invest Cont
,IC,Invest Cont
200806820.0,IC,Invest Cont
200614238.0,IC,Invest Cont
200713260.0,AO,Adult Other
,IC,Invest Cont
,IC,Invest Cont
200608948.0,,Invest Cont
200319034.0,IC,
200609507.0,IC,Invest Cont
200322026.0,IC,Invest Cont
200908555.0,,Adult Other
,IC,Invest Cont
200208315.0,IC,Invest Cont
201013022.0,,
200108603.0,AO,Adult Other
200708202.0,IC,Invest Cont
201106775.0,IC,Invest Cont
200413274.0,IC,Invest Cont
,AO,Adult Other
200111043.0,IC,Invest Cont
200118928.0,IC,Invest Cont
200714212.0,,Adult Arrest
200514081.0,IC,Invest Cont
201309364.0,IC,Invest Cont
201223486.0,AO,Adult Other
201219704.0,IC,Invest Cont
200109016.0,IC,Invest Cont
201214936.0,AO,Adult Other
200213854.0,IC,Invest Cont
,IC,Invest Cont
,IC,
200614500.0,,Invest Cont
200504558.0,IC,Invest Cont
200904855.0,,Invest Cont
,,
200617637.0,IC,Invest Cont
200121853.0,IC,Invest Cont
201105170.0,,Invest Cont
200309133.0,,Invest Cont
200415266.0,IC,Invest Cont
200409808.0,IC,
200909854.0,IC,
201004176.0,,
200613215.0,AO,Adult Other
201306663.0,,
201005998.0,,Invest Cont
200111058.0,IC,Invest Cont
201112795.0,IC,Invest Cont
,,Invest Cont
201217101.0,AA,Adult Arrest
200312930.0,AA,Adult Arrest
201309114.0,IC,Invest Cont
201013012.0,IC,
200111386.0,,Invest Cont
200410797.0,AA,Adult Arrest
200310445.0,IC,Invest Cont
200122895.0,,Invest Cont
200710389.0,IC,Invest Cont
200315712.0,IC,Invest Cont
200504363.0,,
,,
201105699.0,IC,Invest Cont
201220751.0,IC,Invest Cont
,,Invest Cont
200608893.0,IC,Invest Cont
200616769.0,IC,Invest Cont
200210696.0,AA,
200713587.0,IC,Invest Cont
200216899.0,IC,Invest Cont
,,Adult Other
200511132.0,IC,Invest Cont
,IC,Invest Cont
201012655.0,AO,Adult Other
201209990.0,IC,Invest Cont
200316717.0,IC,
201214012.0,AA,Adult Arrest
200407423.0,AO,Adult Other
201308306.0,,Invest Cont
200812664.0,AA,Adult Arrest
200110795.0,,Adult Other
200415918.0,AA,Adult Arrest
200322137.0,AO,Adult Other
200122069.0,,Invest Cont
,IC,
200811794.0,,Adult Other
200918689.0,,Invest Cont
200213350.0,,Invest Cont
201213930.0,AO,
,IC,
200712888.0,IC,Invest Cont
200513184.0,IC,Invest Cont
,AA,Adult Arrest
200809753.0,,
200306080.0,IC,
200516144.0,IC,Invest Cont
,AO,Adult Other
201100792.0,IC,Invest Cont
,IC,
200706697.0,IC,Invest Cont
200216393.0,IC,Invest Cont
201224106.0,AA,
201011610.0,,Adult Other
200211615.0,IC,
200319381.0,IC,
200911414.0,IC,Invest Cont
200807719.0,IC,Invest Cont
200405829.0,IC,Invest Cont
201214475.0,IC,Invest Cont
,IC,Invest Cont
201220902.0,IC,Invest Cont
,IC,
200410684.0,IC,Invest Cont
201010798.0,AA,Adult Arrest
200905394.0,IC,Invest Cont
,IC,Invest Cont
200909292.0,IC,
,IC,Invest Cont
201216981.0,IC,Invest Cont
,,Adult Other
200106246.0,IC,Invest Cont
,IC,Invest Cont
200310966.0,,
200807801.0,JA,
201222596.0,,Invest Cont
,IC,Invest Cont
200709918.0,,Invest Cont
,IC,Invest Cont
201208619.0,IC,
,AO,Adult Other
200113410.0,,Adult Arrest
200214024.0,AO,Adult Other
200107865.0,AO,Adult Other
200318477.0,IC,
201206292.0,,
200715832.0,,Invest Cont
200505665.0,,Adult Arrest
200200757.0,IC,Invest Cont
200116292.0,,Invest Cont
200217108.0,IC,Invest Cont
200311512.0,IC,
201108269.0,IC,
200608609.0,AO,
200904200.0,,Invest Cont
200111158.0,,Invest Cont
200210576.0,AA,
201208017.0,AA,Adult Arrest
201115135.0,IC,Invest Cont
201219863.0,IC,Invest Cont
201013721.0,AO,Adult Other
200804429.0,AA,Adult Arrest
201209200.0,,Invest Cont
201304972.0,IC,Invest Cont
200514483.0,IC,
201005749.0,IC,Invest Cont
200511599.0,,
,,Invest Cont
201115856.0,IC,Invest Cont
,IC,Invest Cont
,AA,Adult Arrest
200114297.0,IC,Invest Cont
200106982.0,IC,Invest Cont
,IC,Invest Cont
201207409.0,IC,
200515629.0,IC,Invest Cont
200613298.0,,Invest Cont
,IC,Invest Cont
200205920.0,IC,Invest Cont
200319110.0,IC,
,IC,
200305009.0,,Invest Cont
200714891.0,IC,
201215876.0,IC,Invest Cont
,IC,Invest Cont
200811265.0,IC,
,IC,
201219274.0,AO,Adult Other
200112956.0,IC,Invest Cont
200214518.0,,Invest Cont
200117349.0,IC,
200212725.0,IC,
200508456.0,,Invest Cont
201111123.0,AA,Adult Arrest
,IC,Invest Cont
200119736.0,IC,
201009081.0,IC,Invest Cont
200108199.0,IC,
,AO,Adult Other
,AA,Adult Arrest
200212009.0,IC,Invest Cont
200816327.0,IC,Invest Cont
200618483.0,IC,Invest Cont
,IC,Invest Cont
200815477.0,IC,Invest Cont
201010772.0,IC,
200119776.0,IC,Invest Cont
200710095.0,IC,Invest Cont
200713579.0,IC,Invest Cont
200317485.0,,
,IC,Invest Cont
200207713.0,IC,Invest Cont
200615653.0,IC,
200507837.0,IC,Invest Cont
,IC,
200813523.0,,Invest Cont
201226487.0,IC,Invest Cont
200312609.0,AO,
,IC,Invest Cont
200918083.0,IC,
200307063.0,IC,Invest Cont
200212699.0,AO,
200713086.0,IC,Invest Cont
200317557.0,IC,Invest Cont
200918348.0,,Invest Cont
200512860.0,IC,Invest Cont
200404667.0,AO,Adult Other
201011654.0,AO,Adult Other
200712172.0,IC,Invest Cont
201208459.0,AA,
,IC,Invest Cont
,AA,
200314372.0,IC,
200814026.0,AO,
201110206.0,,Invest Cont
200317181.0,IC,
200216296.0,IC,Invest Cont
200211349.0,IC,Invest Cont
,IC,Invest Cont
200707658.0,IC,Invest Cont
200111344.0,IC,Invest Cont
200405711.0,,Adult Other
,IC,Invest Cont
200315214.0,IC,
,IC,Invest Cont
,IC,Invest Cont
201008358.0,IC,
,IC,
200411235.0,,Invest Cont
201111213.0,AA,Adult Arrest
,IC,
,IC,Invest Cont
200813518.0,IC,Invest Cont
200613883.0,IC,
200321395.0,IC,Invest Cont
201007401.0,IC,Invest Cont
,IC,Invest Cont
200405960.0,,Invest Cont
200714489.0,AA,Adult Arrest
200304768.0,IC,Invest Cont
,IC,Invest Cont
200308013.0,IC,Invest Cont
200513740.0,IC,Invest Cont
200311605.0,IC,
201223126.0,,
,AO,Adult Other
201208307.0,,
200116101.0,,
200316860.0,IC,Invest Cont
,,
200305882.0,IC,Invest Cont
200807732.0,AO,Adult Other
200314277.0,IC,Invest Cont
200612060.0,IC,Invest Cont
200708559.0,AO,Adult Other
200211933.0,,Invest Cont
200206252.0,IC,Invest Cont
,AA,
,IC,Invest Cont
200707229.0,,
200700696.0,IC,Invest Cont
200509170.0,IC,
,IC,
200815291.0,IC,
200816376.0,IC,Invest Cont
200911428.0,IC,Invest Cont
,AO,Adult Other
200716172.0,AO,Adult Other
,AA,Adult Arrest
201206192.0,,
201209527.0,,Invest Cont
200315146.0,IC,
200715127.0,IC,
200507695.0,IC,
,IC,Invest Cont
201222249.0,IC,
200313168.0,IC,Invest Cont
,IC,
,IC,Invest Cont
200617333.0,,Adult Arrest
,IC,Invest Cont
201305275.0,IC,
,AA,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200613250.0,IC,Invest Cont
200710619.0,IC,Invest Cont
200808229.0,IC,Invest Cont
201225611.0,IC,Invest Cont
200914369.0,IC,
200211141.0,,Invest Cont
200612109.0,,
,IC,Invest Cont
200907194.0,,Invest Cont
200321139.0,IC,Invest Cont
200209629.0,IC,Invest Cont
200104812.0,,Adult Other
200618752.0,IC,Invest Cont
200500672.0,AA,Adult Arrest
,,Adult Arrest
200210447.0,AO,
200122823.0,AA,
200704893.0,IC,Invest Cont
201222622.0,AO,
200717209.0,,Invest Cont
,AA,Adult Arrest
201300786.0,IC,
200810042.0,AA,Adult Arrest
200118624.0,IC,Invest Cont
,IC,
200908059.0,IC,Invest Cont
200308480.0,IC,
200716999.0,AA,Adult Arrest
200505390.0,,Invest Cont
,IC,Invest Cont
,IC,
201204321.0,AO,Adult Other
,IC,Invest Cont
200904155.0,AA,Adult Arrest
200815202.0,IC,Invest Cont
200312693.0,AO,Adult Other
,IC,Invest Cont
200100954.0,,Adult Arrest
200715730.0,IC,Invest Cont
,IC,Invest Cont
200915510.0,IC,Invest Cont
201012923.0,IC,
200211708.0,AA,Adult Arrest
201011907.0,,Invest Cont
,AA,Adult Arrest
200104209.0,IC,Invest Cont
,AA,Adult Arrest
200904894.0,IC,
201015654.0,IC,Invest Cont
200808399.0,IC,Invest Cont
,AA,Adult Arrest
200304499.0,IC,
201005808.0,IC,Invest Cont
200808447.0,,
,IC,Invest Cont
,IC,Invest Cont
200613348.0,,Adult Arrest
,,Invest Cont
200206541.0,IC,Invest Cont
,,Invest Cont
200619342.0,,
,IC,Invest Cont
200815115.0,IC,
200615456.0,IC,Invest Cont
200516363.0,AA,Adult Arrest
200915613.0,,
,AO,Adult Other
200116528.0,IC,Invest Cont
,IC,Invest Cont
200805824.0,AO,Adult Other
201009895.0,AO,Adult Other
200711785.0,IC,Invest Cont
,IC,
200507308.0,,Invest Cont
201011355.0,IC,Invest Cont
201226207.0,IC,
200406958.0,AO,Adult Other
200709904.0,IC,Invest Cont
200806145.0,,Invest Cont
200709091.0,IC,
,IC,Invest Cont
200113945.0,IC,
200713950.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200104844.0,IC,Invest Cont
,AA,Adult Arrest
200407415.0,IC,
,AO,Adult Other
200312691.0,IC,Invest Cont
,IC,Invest Cont
201207808.0,,Invest Cont
,IC,
,IC,Invest Cont
200209814.0,IC,Invest Cont
200612196.0,IC,Invest Cont
,IC,Invest Cont
200209806.0,IC,Invest Cont
,IC,Invest Cont
200120709.0,IC,Invest Cont
200512771.0,IC,
200509712.0,,
200412139.0,IC,Invest Cont
200915223.0,,Invest Cont
200122661.0,,Invest Cont
,AO,Adult Other
200214385.0,IC,
201218481.0,IC,
,IC,Invest Cont
,IC,Invest Cont
,AO,Adult Other
200405864.0,IC,
,,Invest Cont
200605830.0,,
,,Adult Arrest
201115372.0,AO,Adult Other
200115671.0,IC,Invest Cont
200805695.0,,
,,
,AA,Adult Arrest
200604230.0,IC,Invest Cont
200106236.0,IC,Invest Cont
200114821.0,IC,Invest Cont
,IC,Invest Cont
200412388.0,IC,Invest Cont
200514798.0,AO,Adult Other
200312368.0,IC,
,IC,
200605317.0,IC,Invest Cont
200507652.0,IC,Invest Cont
201014581.0,IC,Invest Cont
,,
200615926.0,IC,Invest Cont
,IC,Invest Cont
200209003.0,AO,Adult Other
201204922.0,IC,Invest Cont
201108413.0,,Invest Cont
200116088.0,IC,
201114604.0,IC,
200807953.0,AA,Adult Arrest
200617874.0,IC,
,IC,Invest Cont
200406763.0,,Invest Cont
200615327.0,AO,Adult Other
200510820.0,AO,Adult Other
200609776.0,IC,
200613457.0,,Invest Cont
,AA,
,IC,
201113719.0,AA,
200304707.0,IC,Invest Cont
201015948.0,,
200408445.0,,
200807714.0,AO,Adult Other
201206959.0,,
201211644.0,IC,Invest Cont
200812700.0,IC,
200916708.0,,Invest Cont
200906320.0,IC,Invest Cont
200315295.0,,Adult Other
200607508.0,IC,
201207649.0,,Adult Other
,,Invest Cont
200808705.0,,Invest Cont
200309561.0,IC,Invest Cont
,,Adult Other
200717195.0,AO,
201307581.0,AO,Adult Other
,AO,Adult Other
,IC,Invest Cont
,IC,
201004285.0,IC,Invest Cont
,,Adult Arrest
201006240.0,IC,
201004071.0,,Adult Arrest
201005381.0,IC,Invest Cont
,,
200517834.0,IC,Invest Cont
200100615.0,IC,Invest Cont
200212440.0,IC,Invest Cont
201304388.0,IC,Invest Cont
200816460.0,IC,Invest Cont
201000961.0,AA,Adult Arrest
201305958.0,IC,Invest Cont
,,Adult Arrest
,,Invest Cont
200513595.0,IC,Invest Cont
,AA,Adult Arrest
201219100.0,AO,Adult Other
,,Invest Cont
,IC,Invest Cont
200612600.0,IC,Invest Cont
200909894.0,IC,Invest Cont
,,Invest Cont
,,Invest Cont
200811320.0,IC,
201207291.0,AO,
,IC,Invest Cont
200616963.0,,Invest Cont
,AO,
200307609.0,,
200414604.0,IC,Invest Cont
,AA,Adult Arrest
200709633.0,IC,Invest Cont
201015976.0,IC,Invest Cont
,,
,IC,Invest Cont
200200689.0,AA,
200120129.0,IC,Invest Cont
201015161.0,IC,Invest Cont
201106258.0,AO,Adult Other
201214541.0,IC,Invest Cont
201013087.0,IC,Invest Cont
200908843.0,,Adult Arrest
200204374.0,IC,Invest Cont
201009441.0,IC,Invest Cont
200704872.0,IC,Invest Cont
200118403.0,IC,Invest Cont
,,Invest Cont
200409600.0,,Invest Cont
200107302.0,IC,
200610113.0,IC,Invest Cont
201222374.0,IC,Invest Cont
200812514.0,IC,Invest Cont
200706716.0,IC,Invest Cont
201111202.0,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200606327.0,IC,Invest Cont
201305300.0,,Invest Cont
200709842.0,,Invest Cont
,IC,
200909721.0,,
,AA,
200606892.0,IC,Invest Cont
200408123.0,IC,Invest Cont
,,
200615146.0,AA,
200113577.0,IC,Invest Cont
200405190.0,IC,Invest Cont
201108663.0,IC,Invest Cont
200914750.0,,Invest Cont
,,Invest Cont
,IC,
201304254.0,IC,
200317653.0,,Adult Other
200509831.0,,
200816621.0,AA,Adult Arrest
,,Adult Other
200214088.0,,Invest Cont
201207635.0,,Invest Cont
200108048.0,IC,
,,Invest Cont
201217310.0,AO,Adult Other
201217945.0,,Invest Cont
200118818.0,,
,IC,
201309134.0,,Invest Cont
200606555.0,IC,
200104719.0,IC,Invest Cont
,IC,
200318378.0,IC,Invest Cont
,IC,Invest Cont
200807081.0,IC,Invest Cont
200305852.0,,Adult Other
200918914.0,IC,Invest Cont
200709821.0,IC,
200114630.0,IC,
200404733.0,IC,Invest Cont
200322299.0,IC,
200316214.0,,Invest Cont
200809362.0,IC,Invest Cont
200914938.0,,Invest Cont
200807995.0,IC,Invest Cont
201116220.0,IC,Invest Cont
,IC,Invest Cont
200911316.0,IC,
,IC,Invest Cont
,AO,
200806583.0,,Invest Cont
200517939.0,IC,
200805127.0,AO,Adult Other
200911022.0,,Adult Arrest
200117034.0,IC,Invest Cont
200208072.0,IC,Invest Cont
,IC,Invest Cont
200511552.0,AA,Adult Arrest
200910864.0,,
201213975.0,IC,
200118552.0,,Invest Cont
200714767.0,IC,Invest Cont
201112445.0,IC,Invest Cont
201221803.0,IC,
200513819.0,AO,Adult Other
200308936.0,IC,Invest Cont
,IC,Invest Cont
201223575.0,IC,
200318395.0,IC,Invest Cont
200413623.0,,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200712808.0,IC,Invest Cont
201307640.0,IC,Invest Cont
200414251.0,IC,Invest Cont
200610361.0,AO,Adult Other
201104458.0,,Adult Other
200319194.0,IC,Invest Cont
200506483.0,JA,Juv Arrest
200500834.0,AO,Adult Other
201115552.0,IC,Invest Cont
200412737.0,IC,
200907011.0,AA,Adult Arrest
200604241.0,IC,Invest Cont
200513942.0,,Invest Cont
200205621.0,IC,Invest Cont
200907989.0,AA,Adult Arrest
,,Invest Cont
,,
,AO,
200213911.0,,Invest Cont
201016192.0,IC,Invest Cont
,AA,Adult Arrest
200516834.0,AO,Adult Other
,IC,
200408226.0,AA,Adult Arrest
200114773.0,,
200214233.0,,Invest Cont
200914626.0,IC,Invest Cont
,IC,Invest Cont
,AA,Adult Arrest
200609204.0,IC,Invest Cont
200415488.0,IC,
,,Invest Cont
200412792.0,IC,Invest Cont
200808296.0,IC,Invest Cont
,IC,Invest Cont
200604772.0,,Invest Cont
,,
,AO,Adult Other
,IC,Invest Cont
,IC,Invest Cont
200206994.0,IC,Invest Cont
200409147.0,,
200408455.0,IC,Invest Cont
201104864.0,IC,Invest Cont
201221670.0,AA,
201205729.0,,Adult Arrest
200610359.0,,Invest Cont
200410830.0,IC,Invest Cont
201111722.0,IC,Invest Cont
200708447.0,,Invest Cont
200904242.0,,Invest Cont
200808334.0,IC,
200608274.0,,
,,
200115631.0,,Adult Other
